face_id,age,gender,relationship,music_genre,band,team,first_name,last_name,education,education_prompt,work,work_prompt,fav_movie_1,fav_movie_2,fav_book_1,fav_book_2,fav_book_3,fav_auth_1,fav_auth_2,fav_auth_3,fav_food_1,fav_food_2,fav_food_3,home_city,home_state,languages,hogwarts,fav_pet,vg_genre,fav_video_game,spouse_id,n_friends,credit,gender_female,gender_male,relationship_married,relationship_single,relationship_widowed,music_genre_classical,music_genre_country,music_genre_electronic,music_genre_folk,music_genre_heavy metal,music_genre_hip-hop,music_genre_jazz,music_genre_rock,music_genre_tibetian throat singing,hogwarts_gryffindor,hogwarts_hufflepuff,hogwarts_ravenclaw,hogwarts_slytherin,fav_pet_birds,fav_pet_cats,fav_pet_dogs,fav_pet_fish,fav_pet_horses,fav_pet_reptiles,fav_pet_rodents
344,34.0,male,single,folk,Vampire Of East,Arizona Cardinals,Gregory,Pickering,general_education,Went to Ravenwood High,Vision Adventure Telecom,Works asbus_driverrepairperson atVision Adventure Telecom,"['V for Vendetta', 'Star Wars: The Force Awakens', 'Cinderella']","['The House', 'Shrek', 'Colossal']",L'élégance du hérisson,The Cat in the Hat Comes Back,Dangerous Girls,"Muriel Barbery, Alison Anderson",Dr. Seuss,"Abigail Haas, Abby McDonald",Candied Lemon Peel Ice Cream with Strawberry Compote ,Fennel Mashed Potatoes ,Sweet and Tangy Roasted Tomatoes ,Salt Point,NY,1,hufflepuff,birds,Role-Playing,Final Fantasy XIII,0,2,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
345,40.0,male,single,jazz,Staff V.L.,New York Jets,John,Bishop,master,Went to Savanna Technical School,Application Net Consulting,Works asmanager atApplication Net Consulting,"[""Pirates of the Caribbean: At World's End"", 'Avengers: Age of Ultron', 'The Lost City of Z']","['Who Killed the Electric Car?', 'Earth', 'I Am Bruce Lee']",The Life of Elizabeth I,Endgame: The Calling,The Submission,Alison Weir,"James Frey, Nils Johnson-Shelton",Amy Waldman,Pink Grapefruit Champagne Sorbet with Pink Grapefruit Sauce ,Grilled Swordfish with Mint-Cucumber Salsa ,Fritto Misto ,Eastlake,OH,1,ravenclaw,birds,Simulation,The Sims 4,0,5,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
346,28.0,male,single,folk,Vampire Of East,St Louis Rams,Michael,Small,general_education,Went to Sandalwood School,Network Contract Network,Works ascook atNetwork Contract Network,"['Inside Out', 'Live by Night', 'Straight Outta Compton']","['Passengers', 'Bright Star', 'The Diary of a Teenage Girl']",The Sixth Man,Pretty Little Liars,"The Darkest Secret (Lords of the Underworld, #7)",David Baldacci,Sara Shepard,Gena Showalter,Spiced Pork Tenderloin ,Celery Boats with Gruyère Pesto ,Brother David's Grilled Chicken & Ribs ,Brecksville,OH,4,ravenclaw,horses,Visual Novel,Utawarerumono: Mask of Truth,0,5,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
347,1.0,female,single,folk,With Psychic Greed,Tennessee Titans,Therese,Moore,none,Goes to Sunset Elementary,unemployed,,"['功夫瑜伽', 'Cars 3', 'Spirit: Stallion of the Cimarron']","['Demain tout commence', 'Cars', 'Captain Fantastic']",,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,The Raven,K.A. Linde,Harriet Lerner,"Edgar Allan Poe, Gustave Doré",Lemon Macaroon Pie ,Yogurt Mousse with Apricot Sauce ,Grilled Eggplant Stacks with Tomato and Feta ,Lawrenceville,NJ,3,ravenclaw,dogs,Adventure,Tomb Raider II,0,3,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
348,22.0,female,married,rock,Unarmed Nightly 7,New York Giants,Karen,Prins,bachelor,Went to Heritage Institute,Innovation Systems Application,Works aspilot atInnovation Systems Application,"['Jumanji', 'Jumanji', 'The Wizard of Oz']","['Captain Fantastic', 'Penguins of Madagascar', 'American Pie']","American Vampire, Volume 1","Among the Brave (Shadow Children, #5)",The Almost Moon,"Scott Snyder, Stephen King, Rafael Albuquerque",Margaret Peterson Haddix,Alice Sebold,Butter Lettuce with Goat Cheese Green Goddess Dressing ,Beef Braised in Barolo ,Wasabi Shrimp Crackers ,Red Bluff,CA,1,gryffindor,birds,Platform,Crash Bandicoot 3: Warped,0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
349,43.0,male,married,country,Highly Arm,New England Patriots,Louis,Whiteside,doctor,Went to Sandalwood University,East East,Works as doctor at East East,"['Pacific Rim', 'Blade: Trinity', 'Sleight']","['Dunkirk', 'Collide', 'Arrival']",Sleeping Beauty Box Set,E Is for Evidence,The Murder of Roger Ackroyd,"A.N. Roquelaure, Anne Rice",Sue Grafton,Agatha Christie,Apricot-Cherry Crisp with Lemon-Buttermilk Sorbet ,Sweet Potato Wedges with Lime Mayo ,Mulled-Wine Cranberry Sauce ,Wellton Hills,AZ,3,ravenclaw,fish,Puzzle,Pac-Man Collection,0,13,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
350,34.0,female,single,heavy metal,Mutant Be,Seattle Seahawks,Samantha,Nixon,master,Went to Faith Institute,Alpha Virtual Application,Works aslawyer atAlpha Virtual Application,"['20,000 Days on Earth', 'An Inconvenient Truth', 'Comedian']","['Braveheart', 'Amazing Grace', 'Cinderella']",The Firebird,Hinds' Feet on High Places,Blood of Dragons,Susanna Kearsley,Hannah Hurnard,Robin Hobb,Grilled Stuffed Mackerel ,Adobo-Glazed Mini Turkey Loaves ,Everyday Granola ,Belle Terre,NY,1,hufflepuff,horses,Sandbox,Blockland,0,7,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
351,39.0,male,married,classical,Carl Orff,New Orleans Saints,Ernest,Fowler,doctor,Went to Silverleaf University,Software Net,Works as data_scientist at Software Net,"['Ratatouille', 'The Lego Batman Movie', 'The Hunger Games']","['Fury', 'Factory Girl', 'Braveheart']",Infinite Jest,The Wrath & the Dawn,"Preacher, Volume 8: All Hell's a-Coming",David Foster Wallace,Renee Ahdieh,"Garth Ennis, Steve Dillon, John McCrea",Gemelli with Summer Squash and Herby Breadcrumbs ,Sweet Potato Noodle Stir-Fry with Choy Sum and Shiitake Mushrooms ,White Chicken Chili ,Jacksonburg,WV,3,ravenclaw,reptiles,Visual Novel,Tears to Tiara II: Heir of the Overlord,226,8,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
352,37.0,female,married,country,Vertebrate Exhibition,Oakland Raiders,Mary,Thompson,general_education,Went to Seal Gulch High School,Solutions Omega Virtual,Works aswaiter atSolutions Omega Virtual,"['Curse of Chucky', 'Saw III', 'From Dusk Till Dawn']","['Star Wars: The Force Awakens', 'Suicide Squad', 'Batman & Robin']",Gossip Girl,NANA―ナナ― 1,Graduation Day,Cecily von Ziegesar,Ai Yazawa,Joelle Charbonneau,"'Wichcraft's Roasted Turkey, Avocado, Bacon, Onion Relish, & Aïoli on Ciabatta ",Breaded Onion Rings ,Harry's Strawberry and Tomato Salad ,Poseyville,IN,3,slytherin,fish,Action-Adventure,Assassin's Creed III,944,7,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
353,55.0,male,married,rock,Flannel Of The Unrestrained,Miami Dolphins,John,Thompson,general_education,Went to Columbus College,Net Technology Provider,Works asbus_driverrepairperson atNet Technology Provider,"['Iron Sky', 'War of the Worlds', 'Captain America: The Winter Soldier']","['Ghostbusters', 'Iron Sky', 'Colossal']","An Echo in the Darkness (Mark of the Lion, #2)",House of Leaves,The Woman who Stole my Life,Francine Rivers,Mark Z. Danielewski,Marian Keyes,"Farinata with Sage, Olives, and Onion ",Oatmeal Bread Trapp Family Lodge ,Lettuce Wraps with Smoked Trout ,Loyalhanna,PA,1,gryffindor,reptiles,Sports,FIFA 19,41,25,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
354,26.0,female,married,tibetian throat singing,,Washington Redskins,Linda,Aasen,bachelor,Went to Oyster Harbour College,Frontier Software,Works asengineer atFrontier Software,"['Jackass: The Movie', 'Katy Perry: Part of Me', 'Citizenfour']","['Krampus', 'Wish Upon', 'Alien']",The Sword of Shannara,Eternal Rider,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",Terry Brooks,Larissa Ione,Gayle Tzemach Lemmon,Skillet Chicken and Zucchini Enchiladas With Tomatillo Sauce ,Beer-Braised Brisket with Onions ,Grilled Lamb Skewers with Spiced Mint Marinade ,Henderson,TX,4,slytherin,horses,Fighting,WWF SmackDown!,195,5,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
355,29.0,female,single,folk,Crucible Of The Curious Hypnosis,Cincinnati Bengals,Helen,Hillard,general_education,Went to Crossroads Technical School,Electronics Industries,Works aswaiter atElectronics Industries,"['Night at the Museum: Secret of the Tomb', 'Shrek', 'Ice Age: Collision Course']","['The Purge', 'The Bad Batch', 'The Purge']",The Berenstain Bears and Too Much TV,,Rocket Boys,"Stan Berenstain, Jan Berenstain",Rainbow Rowell,Homer Hickam,Grilled Cheese With Peak Tomatoes ,Beef and Broccoli Stir-Fry ,Habanero Salsa ,Sheldon,IA,4,gryffindor,cats,Adventure,LEGO Indiana Jones: The Original Adventures,0,4,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
356,29.0,male,married,rock,Carving Quake 5,Washington Redskins,Alvin,Norman,general_education,Went to Willow Park High,Star Consulting Galaxy,Works asconstruction_worker atStar Consulting Galaxy,"['The Purge', 'X-Men: Apocalypse', 'Sleight']","['The Amazing Spider-Man', 'Rise of the Planet of the Apes', 'The Hobbit: An Unexpected Journey']",Outpost,Winter of the World,Landline,Ann Aguirre,Ken Follett,Rainbow Rowell,Vegetable and Wild Rice Salad ,Grilled Salmon with Hoisin Glaze and Plum-Ginger Relish ,Grilled Cajun Chicken Salad with Spicy Ranch Dressing ,Barnard,MO,1,slytherin,cats,Music,Just Dance 4,0,6,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
357,39.0,male,married,country,M.W.V.,Chicago Bears,Frank,Tweedie,general_education,Went to Whitewater College,Internet General Design,Works asbus_driverrepairperson atInternet General Design,"['Wrong Turn 2: Dead End', 'Rings', 'Night of the Living Dead']","['47 Meters Down', 'Rise of the Planet of the Apes', ""Child's Play 3""]",Still Missing,Better Than Before: Mastering the Habits of Our Everyday Lives,My Name Is Lucy Barton,Chevy Stevens,Gretchen Rubin,"Elizabeth Strout, Goran Skrobonja",Tuna and Artichoke Panini ,Classic Apple Pie ,Brown Rice and Beans with Ginger Chile Salsa ,Metamora,IN,4,gryffindor,fish,Fighting,Tekken 2,562,11,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
358,40.0,male,single,hip-hop,R.U.K.G.V.,San Diego Chargers,Johnathan,Dunlap,general_education,Went to Paramount School,Solutions Systems,Works ascook atSolutions Systems,"[""Schindler's List"", 'The Bourne Supremacy', 'The Godfather']","['No Good Deed', 'World War Z', 'Wind River']",The Artist's Way: A Spiritual Path to Higher Creativity,Robert Ludlum's The Bourne Legacy,Crossroads of Twilight,Julia Cameron,Eric Van Lustbader,Robert Jordan,Grilled Mahimahi with Tamarind Glaze ,Spicy Sweet Potato Spread ,"Black Beans, Corn, and Tomatoes Vinaigrette ",Nelliston,NY,2,ravenclaw,birds,Sports,FIFA 16,0,6,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
359,44.0,male,married,heavy metal,Morte Band,Oakland Raiders,Jack,Crow,bachelor,Went to Pioneer University,Consulting Construction Power,Works asjournalistat Consulting Construction Power,"['Beautiful Creatures', 'The Circle', 'La La Land']","['Thor', 'Harry Potter and the Half-Blood Prince', 'Harry Potter and the Order of the Phoenix']",Generation X: Tales for an Accelerated Culture,Dark Fire,The Gift,Douglas Coupland,C.J. Sansom,"James Patterson, Ned Rust",Spiced Lamb Chops ,Millefoglie with Grappa Cream and Rhubarb ,Peachy Keen Ice Cream ,Dry Prong,LA,4,slytherin,cats,Simulation,The Sims 3,956,15,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
360,39.0,male,single,folk,Fart Of Cuban,Carolina Panthers,Theodore,Rutter,general_education,Went to Apple Valley High School,Analysis Innovation,Works asbus_driverrepairperson atAnalysis Innovation,"['Forrest Gump', 'A Monster Calls', 'Fifty Shades of Grey']","['Their Finest', 'See No Evil, Hear No Evil', 'Ted 2']",Packing for Mars: The Curious Science of Life in the Void ,Coming Home,God Help the Child,Mary Roach,Rosamunde Pilcher,Toni Morrison,Penne with Citrus Cream Sauce ,"Bacon, Cheddar, and Scallion Breads ",Roasted Carrots with Fennel-Brown Butter ,Emery,UT,2,hufflepuff,horses,Sandbox,Minecraft,0,5,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
361,44.0,male,single,electronic,Taxable Diploma And The Helmet,Cincinnati Bengals,Billy,Fowlie,master,Went to Whale Coast College,Interactive Source Virtual,Works aspilot atInteractive Source Virtual,"['Sicario', 'The Hateful Eight', 'The Beguiled']","['What Happened to Monday', 'Terminator Genisys', 'Minority Report']",Ringworld,The Collaborator,Act of Treason,Larry Niven,Margaret Leroy,Vince Flynn,Beef and Curry Pie ,Pink California Sunshine ,Great Secret ,Wyandanch,NY,3,gryffindor,rodents,Role-Playing,The Elder Scrolls V: Skyrim,0,10,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
362,21.0,female,single,heavy metal,Stoned Reality,Cleveland Browns,Talia,Marquez,general_education,Went to Crossroads Technical School,Vision Galaxy Technology,Works aswaiter atVision Galaxy Technology,"['Ice Age: The Meltdown', 'The Hangover', 'Shrek']","['Titanic', 'The Dark Knight Rises', 'Casino Royale']","What Remains: A Memoir of Fate, Friendship, and Love",Just One Day,Broken Monsters,Carole Radziwill,Gayle Forman,Lauren Beukes,Watermelon and Strawberry Margarita ,Brown Sugar-Buttermilk Pie ,Red Mullet Fillets with Haricots Verts and Dried Apricots ,Sour John,OK,1,hufflepuff,horses,Adventure,Tomb Raider II,0,4,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
363,4.0,female,single,country,Y.R.H.,Miami Dolphins,Carol,Sheridan,none,Goes to Horizon Kindergarten,unemployed,,"[""Pirates of the Caribbean: At World's End"", 'The Avengers', 'The Amazing Spider-Man']","['The Remaining', '28 Days Later', 'Grave']",The Good Lord Bird,"ttyl (Internet Girls, #1)",The Day of the Triffids,James McBride,Lauren Myracle,John Wyndham,Herbed Jasmine Rice ,Pumpkin-Pear Crisps ,Gingerbread Squares with Honey-Mascarpone Cream ,White Bird,ID,4,hufflepuff,birds,MMO,The Elder Scrolls Online,0,2,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
364,33.0,female,married,tibetian throat singing,,New York Jets,Margaret,Duffie,general_education,Went to Trinity University,West Interactive Architecture,Works aspainter atWest Interactive Architecture,"['The Amazing Spider-Man 2', 'The Hobbit: An Unexpected Journey', 'La Belle et la Bête']","['The Belko Experiment', 'Night of the Living Dead', 'Unfriend']",,Indelible,Stone Butch Blues,Scott Belsky,Karin Slaughter,Leslie Feinberg,Mustard Cream Sauce ,Sweet 'n' Spicy Sriracha-Glazed Salmon ,"Fillet of Beef on Garlic Croutons with Roasted Onion, Caper, and Tarragon Sauce ",Defiance,IA,3,gryffindor,reptiles,Strategy,Warzone 2100,729,6,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
365,32.0,female,married,heavy metal,Crystal Torture,San Francisco 49ers,Dorothy,King,general_education,Went to East Shores Technical School,Future Application Application,Works aswaiter atFuture Application Application,"['Dark Skies', ""Child's Play"", '47 Meters Down']","['君の名は。', 'The Bourne Identity', 'Inside Out']",Third Grave Dead Ahead,القرآن‎‎ [al-Qurʾān],Beautiful Secret,Darynda Jones,Anonymous,Christina Lauren,Sour Cream and Onion Dip ,Pan-Fried Pork Chops ,Cinnamon Sugar Biscuits ,Raynham Center,MA,2,ravenclaw,fish,Simulation,The Sims 3,0,7,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
366,22.0,female,married,hip-hop,Dub Of The Educator,Carolina Panthers,Mary,Dillon,general_education,Went to Coral Springs High School,Contract Research Direct,Works ascook atContract Research Direct,"['Dark Skies', 'Arrival', 'Split']","['Planet of the Apes', 'Equals', 'Dark Skies']",The City of Mirrors,Blue Monday,The Best Nest,Justin Cronin,Nicci French,P.D. Eastman,"Warm Potato Salad with Celery, Tomatoes, and Chives ",Pancakes with Warm Maple Syrup & Coffee Butter ,Baked Penne with Broccoli and Three Cheeses ,Freistatt,MO,3,slytherin,dogs,Sandbox,Windward,410,6,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
367,48.0,female,married,tibetian throat singing,,Tampa Bay Bucs,Kristen,Taylor,general_education,Went to Faith Institute,Alpha Star Systems,Works aswaiter atAlpha Star Systems,"['Pirates of the Caribbean: Dead Men Tell No Tales', 'Fantastic Four', 'Man of Steel']","['Alien', 'Colossal', 'Pixels']",Percy Jackson and the Olympians,Birds of a Feather,Bastard Out of Carolina,"Rick Riordan, Tk",Jacqueline Winspear,Dorothy Allison,Olive Oil Couscous Cake with Crème Fraîche and Date Syrup ,Ancho and Cocoa Carne Asada ,Poached Eggs with Tomato Cilantro Sauce ,Parker,KS,1,hufflepuff,horses,Adventure,Tomb Raider II,0,10,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
368,33.0,female,single,folk,Fart Of Cuban,New York Jets,Maria,Smith,general_education,Went to Lakeside School,Analysis Power,Works ascook atAnalysis Power,"['The Fate of the Furious', 'Zodiac', '2:22']","['Despicable Me 3', 'Their Finest', 'Forrest Gump']",Dispatches,White,Influence: The Psychology of Persuasion,Michael Herr,Ted Dekker,Robert B. Cialdini,King's Peg (Napoleon) ,Toasted Spelt Soup with Escarole and White Beans ,Béarnaise Butter ,Rhine,GA,4,slytherin,horses,Role-Playing,The Witcher 3: Wild Hunt,0,4,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
369,28.0,female,married,heavy metal,Stoned Reality,Kansas City Chiefs,Kathy,Lafromboise,general_education,Went to Waterfalls Technical School,Solutions Net,Works ascook atSolutions Net,"['Harry Potter and the Prisoner of Azkaban', 'Underworld', 'The Amazing Spider-Man']","['Terminator Genisys', 'Iron Man 3', 'The Lord of the Rings: The Fellowship of the Ring']",Tales from a Not-So-Popular Party Girl,Phänomenologie des Geistes,Tales From a Not-So-Talented Pop Star,Rachel Renée Russell,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",Rachel Renée Russell,"Chicken with Olives, Caramelized Onions, and Sage ",Pink Lady Milk Shake ,Spiced Pumpkin Layer Cake ,Fairchild,WI,4,slytherin,horses,Visual Novel,Tears to Tiara II: Heir of the Overlord,0,3,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
370,24.0,female,married,hip-hop,Slippy Of Mandrill,New York Giants,Aleen,Duncan,bachelor,Went to Edgewood College,People Source Industries,Works asteacherat People Source Industries,"['San Andreas', 'The Circle', '12 Years a Slave']","['Kill Bill: Vol. 1', 'King Arthur: Legend of the Sword', 'The Amazing Spider-Man']",The Snowman,Sønnen,The Sign of the Beaver,Raymond Briggs,"Jo Nesbø, Charlotte Barslund",Elizabeth George Speare,Santiago de Cuba's Roast Pork Marinated in a Garlicky Allspice-Cumin Adobo (Cerdo Brujo) ,Cranberry-Chocolate Tart ,"Hazelnut, Sage, and Mushroom Stuffing ",Ruckersville,VA,3,slytherin,dogs,Sports,FIFA 18,0,4,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
371,34.0,male,married,jazz,W.Z. Intestine,Tennessee Titans,Andres,Brown,doctor,Went to Village Institute,Power Star,Works as doctor at Power Star,"['Arrival', ""Miss Peregrine's Home for Peculiar Children"", 'Léon']","['Step Up', 'Sweet November', 'In a Heartbeat']",Runaway Ralph,For the Love: Fighting for Grace in a World of Impossible Standards,Nightfall,Beverly Cleary,Jen Hatmaker,"Isaac Asimov, Robert Silverberg",Lemon Ice Cream ,Herbed Vidalia Onion Tea Sandwiches ,White Beans with Lemon and Dill ,River Forest,IN,1,slytherin,horses,Action-Adventure,Assassin's Creed III,0,5,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
372,29.0,male,married,electronic,Brief Disruptive 89,New York Jets,Elijah,Dickerson,bachelor,Went to Heritage Institute,Advanced West Net,Works assoftware_developer atAdvanced West Net,"['Addams Family Values', 'Holes', 'Ratatouille']","['Thor: Ragnarok', 'Harry Potter and the Order of the Phoenix', 'The Curious Case of Benjamin Button']","Merry Christmas, Alex Cross",The Little Old Lady Who Was Not Afraid of Anything,Shoe Dog: A Memoir by the Creator of Nike,James Patterson,"Linda Williams, Megan Lloyd",Phil Knight,Yukon Gold Potato and Jerusalem Artichoke Latkes with Apple-Horseradish Mayonnaise and Taramasalata ,Buttermilk Ice Cream ,Tomato and Corn Pie ,Many,LA,2,hufflepuff,fish,Visual Novel,Utawarerumono: Mask of Truth,0,4,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
373,23.0,female,married,hip-hop,Charity Atrophy,Minnesota Vikings,Hilda,Dominguez,general_education,Went to Crossroads Technical School,Application Power,Works aswaiter atApplication Power,"['Super High Me', 'Ronaldo', 'Charlie: The Life and Art of Charles Chaplin']","['Passengers', 'A Life Less Ordinary', 'The Princess and the Frog']",Foundation and Earth,The Things They Carried,"Fables, Volume 3: Storybook Love",Isaac Asimov,Tim O'Brien,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",Arugula and Green Bean Salad with Walnut Oil Dressing ,Pumpkin Brownie Pops ,Summer Tomato and Bell Pepper Soup ,Index,WA,4,hufflepuff,dogs,Sports,FIFA 16,280,3,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
374,35.0,female,single,folk,121 Ocean,Detroit Lions,Richelle,Staton,bachelor,Went to Whale Coast College,Direct Telecom West,Works asbankerat Direct Telecom West,"['Shark Tale', 'Pirates of the Caribbean: Dead Men Tell No Tales', 'The Emoji Movie']","['Artifact', 'Kevin Hart: Let Me Explain', 'Easy Riders, Raging Bulls']",Big Little Lies,La vida del Lazarillo de Tormes y sus fortunas y adversidades ,Clariel: The Lost Abhorsen,Liane Moriarty,Anonymous,Garth Nix,Tamale Pie ,Pork Chops with Sweet-and-Sour Cider Glaze ,Rack of Lamb with Swiss Chard ,Earlimart,CA,2,ravenclaw,birds,Simulation,The Sims 3,0,7,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
375,33.0,female,married,hip-hop,J Skanking,Pittsburgh Steelers,Emma,Merkerson,bachelor,Went to West Bridge College,unemployed,Unemployed,"['Grizzly Man', 'Oceans', 'Glee: The Concert Movie']","['Jurassic World', 'The Fate of the Furious', 'The Purge']",The Once and Future King,Dragons of Spring Dawning,,T.H. White,"Margaret Weis, Tracy Hickman",Kate Egan,String Bean & Arugula Salad ,Turkey Cutlets in Anchovy-Butter Sauce ,Jerk Chicken ,Exeland,WI,4,slytherin,reptiles,Strategy,Halo Wars,0,7,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
376,28.0,male,single,electronic,I.W.A.,Cleveland Browns,Steven,Harloff,general_education,Went to Bear Valley Charter School,Pacific Net,Works aspainter atPacific Net,"['Interstellar', 'Léon', 'Kidnap']","['Dunkirk', 'The Fate of the Furious', 'Alien']",Pnin,Dress Your Family in Corduroy and Denim, The Fellowship of the Ring,"Vladimir Nabokov, David Lodge",David Sedaris,J.R.R. Tolkien,Bulgur Pilaf with Dried Apricots ,Leek Dressings ,"Oysters Rockefeller ""Deconstructed"" ",Greenwood Village,CO,4,gryffindor,cats,Puzzle,Tetris Worlds,0,5,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
